Date,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
1980-12-12,0.09838949888944626,0.09881725557944816,0.09838949888944626,0.09838949888944626,469033600
1980-12-15,0.09368419287606412,0.09368419287606412,0.09325643628835678,0.09325643628835678,175884800
1980-12-16,0.08683936111701215,0.08683936111701215,0.08641161024570465,0.08641161024570465,105728000
1980-12-17,0.08855036646127701,0.08897812299787768,0.08855036646127701,0.08855036646127701,86441600
1980-12-18,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09111766517162323,73449600
1980-12-19,0.0966784805059433,0.09710623718246594,0.0966784805059433,0.0966784805059433,48630400
1980-12-22,0.10138373076915741,0.10181225257321416,0.10138373076915741,0.10138373076915741,37363200
1980-12-23,0.10566208511590958,0.10608984181744152,0.10566208511590958,0.10566208511590958,46950400
1980-12-24,0.11122285574674606,0.11165061232436137,0.11122285574674606,0.11122285574674606,48003200
1980-12-26,0.12148971855640411,0.12191747516269635,0.12148971855640411,0.12148971855640411,55574400
1980-12-29,0.12320069223642349,0.12362844869924396,0.12320069223642349,0.12320069223642349,93161600
1980-12-30,0.12063423544908701,0.12063423544908701,0.12020649015903473,0.12020649015903473,68880000
1980-12-31,0.11721221756129964,0.11721221756129964,0.1167844608426094,0.1167844608426094,35750400
1981-01-02,0.11806769669055937,0.11892320996211521,0.11806769669055937,0.11806769669055939,21660800
1981-01-05,0.115928925506074,0.115928925506074,0.11550118029117584,0.11550118029117584,35728000
1981-01-06,0.11079512184661437,0.11079512184661437,0.11036736518144608,0.11036736518144608,45158400
1981-01-07,0.10608984181744152,0.10608984181744152,0.10566208511590958,0.10566208511590958,55686400
1981-01-08,0.10395102930905734,0.10395102930905734,0.10352328419685364,0.10352328419685364,39827200
1981-01-09,0.10908405482769012,0.1095118112898062,0.10908405482769012,0.10908405482769012,21504000
1981-01-12,0.10908406585008291,0.10908406585008291,0.10822856426239014,0.10822856426239014,23699200
1981-01-13,0.10480653873304098,0.10480653873304098,0.10437878221273422,0.10437878221273422,23049600
1981-01-14,0.1048065721988678,0.10523432885576171,0.1048065721988678,0.1048065721988678,14291200
1981-01-15,0.10694538056850433,0.10780088275134793,0.10694538056850433,0.10694538056850433,14067200
1981-01-16,0.10651760201529334,0.10651760201529334,0.10608984529972076,0.10608984529972076,13395200
1981-01-19,0.11250609904527664,0.11293385556581777,0.11250609904527664,0.11250609904527664,41574400
1981-01-20,0.1095118112898062,0.1095118112898062,0.10908405482769012,0.10908405482769012,30083200
1981-01-21,0.11122285574674606,0.11207835747899011,0.11122285574674606,0.11122285574674606,15904000
1981-01-22,0.11250609904527664,0.11336161208635888,0.11250609904527664,0.11250609904527664,35548800
1981-01-23,0.11250612528409086,0.11293388190439389,0.11207836866378783,0.11207836866378784,11222400
1981-01-26,0.11079512184661437,0.11079512184661437,0.11036736518144608,0.11036736518144608,24640000
1981-01-27,0.11036738412088157,0.11036738412088157,0.10951188206672668,0.10951188206672668,23699200
1981-01-28,0.10651760201529334,0.10651760201529334,0.10608984529972076,0.10608984529972076,28156800
1981-01-29,0.10266776761656606,0.10266776761656606,0.10224001109600067,0.10224001109600067,43904000
1981-01-30,0.09753399385898859,0.09753399385898859,0.0966784805059433,0.0966784805059433,46188800
1981-02-02,0.09154541602289686,0.09154541602289686,0.09111766517162323,0.09111766517162323,23766400
1981-02-03,0.09453970938920975,0.09496746030636746,0.09453970938920975,0.09453970938920975,19152000
1981-02-04,0.09796172380447388,0.09838946894128754,0.09796172380447388,0.09796172380447388,27865600
1981-02-05,0.09796172380447388,0.09881722550108728,0.09796172380447388,0.09796172380447388,7929600
1981-02-06,0.09838949888944626,0.09881725557944816,0.09838949888944626,0.09838949888944626,13865600
1981-02-09,0.09411194375227805,0.09411194375227805,0.09325643628835678,0.09325643628835678,16755200
1981-02-10,0.09325643628835678,0.09368419287606412,0.09325643628835678,0.09325643628835678,18345600
1981-02-11,0.09068991805155398,0.09068991805155398,0.09026216715574265,0.09026216715574265,13843200
1981-02-12,0.08983442374044567,0.08983442374044567,0.08940590173006058,0.08940590173006058,14560000
1981-02-13,0.08812260809954661,0.08812260809954661,0.08726710081100464,0.08726710081100464,11155200
